"","TAX","GOV","TIME_FORMAT","obsTime","obsValue"
"1","TOTALTAX","FED","P1Y","1973",163846
"2","TOTALTAX","FED","P1Y","1974",182902
"3","TOTALTAX","FED","P1Y","1975",188458
"4","TOTALTAX","FED","P1Y","1976",201357
"5","TOTALTAX","FED","P1Y","1977",241886
"6","TOTALTAX","FED","P1Y","1978",271436
"7","TOTALTAX","FED","P1Y","1979",315365
"8","TOTALTAX","FED","P1Y","1980",346840
"9","TOTALTAX","FED","P1Y","1981",402489
"10","TOTALTAX","FED","P1Y","1982",400550
"11","TOTALTAX","FED","P1Y","1983",376054
"12","TOTALTAX","FED","P1Y","1984",410223
"13","TOTALTAX","FED","P1Y","1985",450563
"14","TOTALTAX","FED","P1Y","1986",465419
"15","TOTALTAX","FED","P1Y","1987",531588
"16","TOTALTAX","FED","P1Y","1988",554841
"17","TOTALTAX","FED","P1Y","1989",608276
"18","TOTALTAX","FED","P1Y","1990",632160
"19","TOTALTAX","FED","P1Y","1991",628116
"20","TOTALTAX","FED","P1Y","1992",656705
"21","TOTALTAX","FED","P1Y","1993",712171
"22","TOTALTAX","FED","P1Y","1994",778571.2
"23","TOTALTAX","FED","P1Y","1995",840645.17
"24","TOTALTAX","FED","P1Y","1996",934446.8
"25","TOTALTAX","FED","P1Y","1997",1035654.8
"26","TOTALTAX","FED","P1Y","1998",1120417
"27","TOTALTAX","FED","P1Y","1999",1203307.2
"28","TOTALTAX","FED","P1Y","2000",1316632.06
"29","TOTALTAX","FED","P1Y","2001",1254773.87
"30","TOTALTAX","FED","P1Y","2002",1078486.14
"31","TOTALTAX","FED","P1Y","2003",1075839.97
"32","TOTALTAX","FED","P1Y","2004",1165211.58
"33","TOTALTAX","FED","P1Y","2005",1392812.25
"34","TOTALTAX","FED","P1Y","2006",1562608.55
"35","TOTALTAX","FED","P1Y","2007",1634127.81
"36","TOTALTAX","FED","P1Y","2008",1517778.93
"37","TOTALTAX","FED","P1Y","2009",1144276.4
"38","TOTALTAX","FED","P1Y","2010",1288676.86
"39","TOTALTAX","FED","P1Y","2011",1488047.33
"40","TOTALTAX","FED","P1Y","2012",1587024.17
"41","TOTALTAX","FED","P1Y","2013",1765757.57
"42","TOTALTAX","FED","P1Y","2014",1918871.69
"43","TOTALTAX","FED","P1Y","2015",2041407.02
"44","TOTALTAX","FED","P1Y","2016",2054530.09
"45","TOTALTAX","FED","P1Y","2017",2328070
"46","TOTALTAX","FED","P1Y","2018",1980351.64
"47","TOTALTAX","STATE","P1Y","1973",68686
"48","TOTALTAX","STATE","P1Y","1974",131164
"49","TOTALTAX","STATE","P1Y","1975",80825
"50","TOTALTAX","STATE","P1Y","1976",157274
"51","TOTALTAX","STATE","P1Y","1977",101517
"52","TOTALTAX","STATE","P1Y","1978",194077
"53","TOTALTAX","STATE","P1Y","1979",125342
"54","TOTALTAX","STATE","P1Y","1980",137633
"55","TOTALTAX","STATE","P1Y","1981",150239
"56","TOTALTAX","STATE","P1Y","1982",163106
"57","TOTALTAX","STATE","P1Y","1983",171881
"58","TOTALTAX","STATE","P1Y","1984",197243
"59","TOTALTAX","STATE","P1Y","1985",215684
"60","TOTALTAX","STATE","P1Y","1986",228445
"61","TOTALTAX","STATE","P1Y","1987",247275
"62","TOTALTAX","STATE","P1Y","1988",264468
"63","TOTALTAX","STATE","P1Y","1989",284555
"64","TOTALTAX","STATE","P1Y","1990",309698.26
"65","TOTALTAX","STATE","P1Y","1991",318718.77
"66","TOTALTAX","STATE","P1Y","1992",343258.33
"67","TOTALTAX","STATE","P1Y","1993",361766.94
"68","TOTALTAX","STATE","P1Y","1994",385542.34
"69","TOTALTAX","STATE","P1Y","1995",406510.63
"70","TOTALTAX","STATE","P1Y","1996",431464.72
"71","TOTALTAX","STATE","P1Y","1997",455522.59
"72","TOTALTAX","STATE","P1Y","1998",487915.28
"73","TOTALTAX","STATE","P1Y","1999",515794.18
"74","TOTALTAX","STATE","P1Y","2000",547601.85
"75","TOTALTAX","STATE","P1Y","2001",554455.84
"76","TOTALTAX","STATE","P1Y","2002",538840.76
"77","TOTALTAX","STATE","P1Y","2003",563400.95
"78","TOTALTAX","STATE","P1Y","2004",611896.8
"79","TOTALTAX","STATE","P1Y","2005",682331.12
"80","TOTALTAX","STATE","P1Y","2006",732750.32
"81","TOTALTAX","STATE","P1Y","2007",762570.39
"82","TOTALTAX","STATE","P1Y","2008",768576.77
"83","TOTALTAX","STATE","P1Y","2009",686466.25
"84","TOTALTAX","STATE","P1Y","2010",723859.45
"85","TOTALTAX","STATE","P1Y","2011",775654.25
"86","TOTALTAX","STATE","P1Y","2012",810008.9
"87","TOTALTAX","STATE","P1Y","2013",867741.9
"88","TOTALTAX","STATE","P1Y","2014",891672.25
"89","TOTALTAX","STATE","P1Y","2015",920951.85
"90","TOTALTAX","STATE","P1Y","2016",928070.79
"91","TOTALTAX","STATE","P1Y","2017",954881.07
"92","TOTALTAX","STATE","P1Y","2018",999258.73
"93","TOTALTAX","LOCAL","P1Y","1973",52858
"94","TOTALTAX","LOCAL","P1Y","1974",0
"95","TOTALTAX","LOCAL","P1Y","1975",61064
"96","TOTALTAX","LOCAL","P1Y","1976",0
"97","TOTALTAX","LOCAL","P1Y","1977",74832
"98","TOTALTAX","LOCAL","P1Y","1978",0
"99","TOTALTAX","LOCAL","P1Y","1979",80650
"100","TOTALTAX","LOCAL","P1Y","1980",86436
"101","TOTALTAX","LOCAL","P1Y","1981",94829
"102","TOTALTAX","LOCAL","P1Y","1982",103703
"103","TOTALTAX","LOCAL","P1Y","1983",113202
"104","TOTALTAX","LOCAL","P1Y","1984",123451
"105","TOTALTAX","LOCAL","P1Y","1985",134523
"106","TOTALTAX","LOCAL","P1Y","1986",145055
"107","TOTALTAX","LOCAL","P1Y","1987",158275
"108","TOTALTAX","LOCAL","P1Y","1988",171659
"109","TOTALTAX","LOCAL","P1Y","1989",184534
"110","TOTALTAX","LOCAL","P1Y","1990",213582.38
"111","TOTALTAX","LOCAL","P1Y","1991",230155.75
"112","TOTALTAX","LOCAL","P1Y","1992",241021.19
"113","TOTALTAX","LOCAL","P1Y","1993",247706.7
"114","TOTALTAX","LOCAL","P1Y","1994",263799.18
"115","TOTALTAX","LOCAL","P1Y","1995",270694.89
"116","TOTALTAX","LOCAL","P1Y","1996",283751.8
"117","TOTALTAX","LOCAL","P1Y","1997",300807.93
"118","TOTALTAX","LOCAL","P1Y","1998",314248.24
"119","TOTALTAX","LOCAL","P1Y","1999",332575.7
"120","TOTALTAX","LOCAL","P1Y","2000",353181.15
"121","TOTALTAX","LOCAL","P1Y","2001",367567.92
"122","TOTALTAX","LOCAL","P1Y","2002",392425.64
"123","TOTALTAX","LOCAL","P1Y","2003",417280.45
"124","TOTALTAX","LOCAL","P1Y","2004",454110.28
"125","TOTALTAX","LOCAL","P1Y","2005",496312.64
"126","TOTALTAX","LOCAL","P1Y","2006",530643.43
"127","TOTALTAX","LOCAL","P1Y","2007",564556.18
"128","TOTALTAX","LOCAL","P1Y","2008",570910.14
"129","TOTALTAX","LOCAL","P1Y","2009",583896.52
"130","TOTALTAX","LOCAL","P1Y","2010",587198.26
"131","TOTALTAX","LOCAL","P1Y","2011",595836.25
"132","TOTALTAX","LOCAL","P1Y","2012",609898.21
"133","TOTALTAX","LOCAL","P1Y","2013",628154.04
"134","TOTALTAX","LOCAL","P1Y","2014",656778.59
"135","TOTALTAX","LOCAL","P1Y","2015",677011.53
"136","TOTALTAX","LOCAL","P1Y","2016",705704.49
"137","TOTALTAX","LOCAL","P1Y","2017",739934.45
"138","TOTALTAX","LOCAL","P1Y","2018",770880.87
"139","TOTALTAX","SOCSEC","P1Y","1973",63404
"140","TOTALTAX","SOCSEC","P1Y","1974",75476
"141","TOTALTAX","SOCSEC","P1Y","1975",85039
"142","TOTALTAX","SOCSEC","P1Y","1976",91386
"143","TOTALTAX","SOCSEC","P1Y","1977",107735
"144","TOTALTAX","SOCSEC","P1Y","1978",122748
"145","TOTALTAX","SOCSEC","P1Y","1979",141162
"146","TOTALTAX","SOCSEC","P1Y","1980",159763
"147","TOTALTAX","SOCSEC","P1Y","1981",185373
"148","TOTALTAX","SOCSEC","P1Y","1982",203846
"149","TOTALTAX","SOCSEC","P1Y","1983",211491
"150","TOTALTAX","SOCSEC","P1Y","1984",242555
"151","TOTALTAX","SOCSEC","P1Y","1985",269144
"152","TOTALTAX","SOCSEC","P1Y","1986",289039
"153","TOTALTAX","SOCSEC","P1Y","1987",310185
"154","TOTALTAX","SOCSEC","P1Y","1988",343186
"155","TOTALTAX","SOCSEC","P1Y","1989",370413
"156","TOTALTAX","SOCSEC","P1Y","1990",396972
"157","TOTALTAX","SOCSEC","P1Y","1991",415220
"158","TOTALTAX","SOCSEC","P1Y","1992",437751
"159","TOTALTAX","SOCSEC","P1Y","1993",458174
"160","TOTALTAX","SOCSEC","P1Y","1994",487580
"161","TOTALTAX","SOCSEC","P1Y","1995",510476
"162","TOTALTAX","SOCSEC","P1Y","1996",533666
"163","TOTALTAX","SOCSEC","P1Y","1997",565504
"164","TOTALTAX","SOCSEC","P1Y","1998",602915
"165","TOTALTAX","SOCSEC","P1Y","1999",638518
"166","TOTALTAX","SOCSEC","P1Y","2000",683104
"167","TOTALTAX","SOCSEC","P1Y","2001",707932
"168","TOTALTAX","SOCSEC","P1Y","2002",723678.9
"169","TOTALTAX","SOCSEC","P1Y","2003",748486.2
"170","TOTALTAX","SOCSEC","P1Y","2004",794037.9
"171","TOTALTAX","SOCSEC","P1Y","2005",831410
"172","TOTALTAX","SOCSEC","P1Y","2006",873157.7
"173","TOTALTAX","SOCSEC","P1Y","2007",907357.4
"174","TOTALTAX","SOCSEC","P1Y","2008",930149
"175","TOTALTAX","SOCSEC","P1Y","2009",902378.7
"176","TOTALTAX","SOCSEC","P1Y","2010",917409.1
"177","TOTALTAX","SOCSEC","P1Y","2011",847151.7
"178","TOTALTAX","SOCSEC","P1Y","2012",880301.3
"179","TOTALTAX","SOCSEC","P1Y","2013",1030098.7
"180","TOTALTAX","SOCSEC","P1Y","2014",1077038.6
"181","TOTALTAX","SOCSEC","P1Y","2015",1126110.8
"182","TOTALTAX","SOCSEC","P1Y","2016",1153644.5
"183","TOTALTAX","SOCSEC","P1Y","2017",1204452.7
"184","TOTALTAX","SOCSEC","P1Y","2018",1256673
"185","TOTALTAX","NES","P1Y","1965",167022
"186","TOTALTAX","NES","P1Y","1966",186065
"187","TOTALTAX","NES","P1Y","1967",208577
"188","TOTALTAX","NES","P1Y","1968",218623
"189","TOTALTAX","NES","P1Y","1969",261468
"190","TOTALTAX","NES","P1Y","1970",276727
"191","TOTALTAX","NES","P1Y","1971",278738
"192","TOTALTAX","NES","P1Y","1972",313091
"193","TOTALTAX","NES","P1Y","1973",348794
"194","TOTALTAX","NES","P1Y","1974",389542
"195","TOTALTAX","NES","P1Y","1975",415386
"196","TOTALTAX","NES","P1Y","1976",450017
"197","TOTALTAX","NES","P1Y","1977",525970
"198","TOTALTAX","NES","P1Y","1978",588261
"199","TOTALTAX","NES","P1Y","1979",662519
"200","TOTALTAX","NES","P1Y","1980",730672
"201","TOTALTAX","NES","P1Y","1981",832930
"202","TOTALTAX","NES","P1Y","1982",871205
"203","TOTALTAX","NES","P1Y","1983",872628
"204","TOTALTAX","NES","P1Y","1984",973472
"205","TOTALTAX","NES","P1Y","1985",1069914
"206","TOTALTAX","NES","P1Y","1986",1127958
"207","TOTALTAX","NES","P1Y","1987",1247323
"208","TOTALTAX","NES","P1Y","1988",1334154
"209","TOTALTAX","NES","P1Y","1989",1447778
"210","TOTALTAX","NES","P1Y","1990",1552412.64
"211","TOTALTAX","NES","P1Y","1991",1592210.52
"212","TOTALTAX","NES","P1Y","1992",1678735.52
"213","TOTALTAX","NES","P1Y","1993",1779818.64
"214","TOTALTAX","NES","P1Y","1994",1915492.72
"215","TOTALTAX","NES","P1Y","1995",2028326.69
"216","TOTALTAX","NES","P1Y","1996",2183329.32
"217","TOTALTAX","NES","P1Y","1997",2357489.32
"218","TOTALTAX","NES","P1Y","1998",2525495.52
"219","TOTALTAX","NES","P1Y","1999",2690195.08
"220","TOTALTAX","NES","P1Y","2000",2900519.06
"221","TOTALTAX","NES","P1Y","2001",2884729.63
"222","TOTALTAX","NES","P1Y","2002",2733431.44
"223","TOTALTAX","NES","P1Y","2003",2805007.57
"224","TOTALTAX","NES","P1Y","2004",3025256.56
"225","TOTALTAX","NES","P1Y","2005",3402866.01
"226","TOTALTAX","NES","P1Y","2006",3699160
"227","TOTALTAX","NES","P1Y","2007",3868611.78
"228","TOTALTAX","NES","P1Y","2008",3787414.84
"229","TOTALTAX","NES","P1Y","2009",3317017.87
"230","TOTALTAX","NES","P1Y","2010",3517143.67
"231","TOTALTAX","NES","P1Y","2011",3706689.53
"232","TOTALTAX","NES","P1Y","2012",3887232.58
"233","TOTALTAX","NES","P1Y","2013",4291752.21
"234","TOTALTAX","NES","P1Y","2014",4544361.13
"235","TOTALTAX","NES","P1Y","2015",4765481.2
"236","TOTALTAX","NES","P1Y","2016",4841949.87
"237","TOTALTAX","NES","P1Y","2017",5227338.22
"238","TOTALTAX","NES","P1Y","2018",5007164.24
"239","1000","FED","P1Y","1973",139476
"240","1000","FED","P1Y","1974",157642
"241","1000","FED","P1Y","1975",163072
"242","1000","FED","P1Y","1976",173073
"243","1000","FED","P1Y","1977",211698
"244","1000","FED","P1Y","1978",241032
"245","1000","FED","P1Y","1979",283587
"246","1000","FED","P1Y","1980",308737
"247","1000","FED","P1Y","1981",346778
"248","1000","FED","P1Y","1982",347417
"249","1000","FED","P1Y","1983",326078
"250","1000","FED","P1Y","1984",355526
"251","1000","FED","P1Y","1985",396098
"252","1000","FED","P1Y","1986",412312
"253","1000","FED","P1Y","1987",476715
"254","1000","FED","P1Y","1988",495655
"255","1000","FED","P1Y","1989",549319
"256","1000","FED","P1Y","1990",569651
"257","1000","FED","P1Y","1991",555351
"258","1000","FED","P1Y","1992",582129
"259","1000","FED","P1Y","1993",632910
"260","1000","FED","P1Y","1994",684477
"261","1000","FED","P1Y","1995",750144.17
"262","1000","FED","P1Y","1996",844104
"263","1000","FED","P1Y","1997",937254
"264","1000","FED","P1Y","1998",1014560
"265","1000","FED","P1Y","1999",1091105
"266","1000","FED","P1Y","2000",1201279.86
"267","1000","FED","P1Y","2001",1141539.67
"268","1000","FED","P1Y","2002",966360.14
"269","1000","FED","P1Y","2003",963656.67
"270","1000","FED","P1Y","2004",1045333.08
"271","1000","FED","P1Y","2005",1268411.85
"272","1000","FED","P1Y","2006",1435527.95
"273","1000","FED","P1Y","2007",1513031.71
"274","1000","FED","P1Y","2008",1395528.43
"275","1000","FED","P1Y","2009",1032281.5
"276","1000","FED","P1Y","2010",1176817.96
"277","1000","FED","P1Y","2011",1369780.24
"278","1000","FED","P1Y","2012",1457785.77
"279","1000","FED","P1Y","2013",1619408.28
"280","1000","FED","P1Y","2014",1763748.36
"281","1000","FED","P1Y","2015",1880844.73
"282","1000","FED","P1Y","2016",1896824.81
"283","1000","FED","P1Y","2017",1923454.71
"284","1000","FED","P1Y","2018",1796744.88
"285","1000","STATE","P1Y","1973",21082
"286","1000","STATE","P1Y","1974",25587
"287","1000","STATE","P1Y","1975",25509
"288","1000","STATE","P1Y","1976",31947
"289","1000","STATE","P1Y","1977",34667
"290","1000","STATE","P1Y","1978",43914
"291","1000","STATE","P1Y","1979",44750
"292","1000","STATE","P1Y","1980",50410
"293","1000","STATE","P1Y","1981",55039
"294","1000","STATE","P1Y","1982",59714
"295","1000","STATE","P1Y","1983",62942
"296","1000","STATE","P1Y","1984",74453
"297","1000","STATE","P1Y","1985",81281
"298","1000","STATE","P1Y","1986",85832
"299","1000","STATE","P1Y","1987",96689
"300","1000","STATE","P1Y","1988",101818
"301","1000","STATE","P1Y","1989",112680
"302","1000","STATE","P1Y","1990",120164.26
"303","1000","STATE","P1Y","1991",122939.77
"304","1000","STATE","P1Y","1992",131260.33
"305","1000","STATE","P1Y","1993",139409.94
"306","1000","STATE","P1Y","1994",147693.34
"307","1000","STATE","P1Y","1995",157597.63
"308","1000","STATE","P1Y","1996",168586.72
"309","1000","STATE","P1Y","1997",180733.59
"310","1000","STATE","P1Y","1998",198357.28
"311","1000","STATE","P1Y","1999",210738.18
"312","1000","STATE","P1Y","2000",230963.85
"313","1000","STATE","P1Y","2001",231626.84
"314","1000","STATE","P1Y","2002",209646.76
"315","1000","STATE","P1Y","2003",214605.95
"316","1000","STATE","P1Y","2004",237775.8
"317","1000","STATE","P1Y","2005",275728.12
"318","1000","STATE","P1Y","2006",301654.02
"319","1000","STATE","P1Y","2007",317858.54
"320","1000","STATE","P1Y","2008",318966.97
"321","1000","STATE","P1Y","2009",272552
"322","1000","STATE","P1Y","2010",279351
"323","1000","STATE","P1Y","2011",308719
"324","1000","STATE","P1Y","2012",327298
"325","1000","STATE","P1Y","2013",359263
"326","1000","STATE","P1Y","2014",367020
"327","1000","STATE","P1Y","2015",390538
"328","1000","STATE","P1Y","2016",387959
"329","1000","STATE","P1Y","2017",396851
"330","1000","STATE","P1Y","2018",415834.6
"331","1000","LOCAL","P1Y","1973",2406
"332","1000","LOCAL","P1Y","1974",0
"333","1000","LOCAL","P1Y","1975",2635
"334","1000","LOCAL","P1Y","1976",0
"335","1000","LOCAL","P1Y","1977",3752
"336","1000","LOCAL","P1Y","1978",0
"337","1000","LOCAL","P1Y","1979",4309
"338","1000","LOCAL","P1Y","1980",4990
"339","1000","LOCAL","P1Y","1981",5531
"340","1000","LOCAL","P1Y","1982",6105
"341","1000","LOCAL","P1Y","1983",6446
"342","1000","LOCAL","P1Y","1984",7216
"343","1000","LOCAL","P1Y","1985",7974
"344","1000","LOCAL","P1Y","1986",8537
"345","1000","LOCAL","P1Y","1987",9663
"346","1000","LOCAL","P1Y","1988",10272
"347","1000","LOCAL","P1Y","1989",11048
"348","1000","LOCAL","P1Y","1990",11915.74
"349","1000","LOCAL","P1Y","1991",12421.23
"350","1000","LOCAL","P1Y","1992",13496.67
"351","1000","LOCAL","P1Y","1993",13721.06
"352","1000","LOCAL","P1Y","1994",14517.66
"353","1000","LOCAL","P1Y","1995",15795.37
"354","1000","LOCAL","P1Y","1996",16762.28
"355","1000","LOCAL","P1Y","1997",18078.41
"356","1000","LOCAL","P1Y","1998",19596.72
"357","1000","LOCAL","P1Y","1999",20589.82
"358","1000","LOCAL","P1Y","2000",21621.15
"359","1000","LOCAL","P1Y","2001",20562.16
"360","1000","LOCAL","P1Y","2002",20501.24
"361","1000","LOCAL","P1Y","2003",22165.05
"362","1000","LOCAL","P1Y","2004",25318.2
"363","1000","LOCAL","P1Y","2005",28271.88
"364","1000","LOCAL","P1Y","2006",31785.98
"365","1000","LOCAL","P1Y","2007",34314.46
"366","1000","LOCAL","P1Y","2008",32536.03
"367","1000","LOCAL","P1Y","2009",30881
"368","1000","LOCAL","P1Y","2010",32530
"369","1000","LOCAL","P1Y","2011",33755
"370","1000","LOCAL","P1Y","2012",36447
"371","1000","LOCAL","P1Y","2013",37719
"372","1000","LOCAL","P1Y","2014",39912
"373","1000","LOCAL","P1Y","2015",40049
"374","1000","LOCAL","P1Y","2016",41012
"375","1000","LOCAL","P1Y","2017",42787
"376","1000","LOCAL","P1Y","2018",44409
"377","1000","SOCSEC","P1Y","1973",0
"378","1000","SOCSEC","P1Y","1974",0
"379","1000","SOCSEC","P1Y","1975",0
"380","1000","SOCSEC","P1Y","1976",0
"381","1000","SOCSEC","P1Y","1977",0
"382","1000","SOCSEC","P1Y","1978",0
"383","1000","SOCSEC","P1Y","1979",0
"384","1000","SOCSEC","P1Y","1980",0
"385","1000","SOCSEC","P1Y","1981",0
"386","1000","SOCSEC","P1Y","1982",0
"387","1000","SOCSEC","P1Y","1983",0
"388","1000","SOCSEC","P1Y","1984",0
"389","1000","SOCSEC","P1Y","1985",0
"390","1000","SOCSEC","P1Y","1986",0
"391","1000","SOCSEC","P1Y","1987",0
"392","1000","SOCSEC","P1Y","1988",0
"393","1000","SOCSEC","P1Y","1989",0
"394","1000","SOCSEC","P1Y","1990",0
"395","1000","SOCSEC","P1Y","1991",0
"396","1000","SOCSEC","P1Y","1992",0
"397","1000","SOCSEC","P1Y","1993",0
"398","1000","SOCSEC","P1Y","1994",0
"399","1000","SOCSEC","P1Y","1995",0
"400","1000","SOCSEC","P1Y","1996",0
"401","1000","SOCSEC","P1Y","1997",0
"402","1000","SOCSEC","P1Y","1998",0
"403","1000","SOCSEC","P1Y","1999",0
"404","1000","SOCSEC","P1Y","2000",0
"405","1000","SOCSEC","P1Y","2001",0
"406","1000","SOCSEC","P1Y","2002",0
"407","1000","SOCSEC","P1Y","2003",0
"408","1000","SOCSEC","P1Y","2004",0
"409","1000","SOCSEC","P1Y","2005",0
"410","1000","SOCSEC","P1Y","2006",0
"411","1000","SOCSEC","P1Y","2007",0
"412","1000","SOCSEC","P1Y","2008",0
"413","1000","SOCSEC","P1Y","2009",0
"414","1000","SOCSEC","P1Y","2010",0
"415","1000","SOCSEC","P1Y","2011",0
"416","1000","SOCSEC","P1Y","2012",0
"417","1000","SOCSEC","P1Y","2013",0
"418","1000","SOCSEC","P1Y","2014",0
"419","1000","SOCSEC","P1Y","2015",0
"420","1000","SOCSEC","P1Y","2016",0
"421","1000","SOCSEC","P1Y","2017",0
"422","1000","SOCSEC","P1Y","2018",0
"423","1000","NES","P1Y","1965",80284
"424","1000","NES","P1Y","1966",92332
"425","1000","NES","P1Y","1967",103587
"426","1000","NES","P1Y","1968",107259
"427","1000","NES","P1Y","1969",136060
"428","1000","NES","P1Y","1970",137834
"429","1000","NES","P1Y","1971",128410
"430","1000","NES","P1Y","1972",146676
"431","1000","NES","P1Y","1973",162964
"432","1000","NES","P1Y","1974",183229
"433","1000","NES","P1Y","1975",191216
"434","1000","NES","P1Y","1976",205020
"435","1000","NES","P1Y","1977",250117
"436","1000","NES","P1Y","1978",284946
"437","1000","NES","P1Y","1979",332646
"438","1000","NES","P1Y","1980",364137
"439","1000","NES","P1Y","1981",407348
"440","1000","NES","P1Y","1982",413236
"441","1000","NES","P1Y","1983",395466
"442","1000","NES","P1Y","1984",437195
"443","1000","NES","P1Y","1985",485353
"444","1000","NES","P1Y","1986",506681
"445","1000","NES","P1Y","1987",583067
"446","1000","NES","P1Y","1988",607745
"447","1000","NES","P1Y","1989",673047
"448","1000","NES","P1Y","1990",701731
"449","1000","NES","P1Y","1991",690712
"450","1000","NES","P1Y","1992",726886
"451","1000","NES","P1Y","1993",786041
"452","1000","NES","P1Y","1994",846688
"453","1000","NES","P1Y","1995",923537.17
"454","1000","NES","P1Y","1996",1029453
"455","1000","NES","P1Y","1997",1136066
"456","1000","NES","P1Y","1998",1232514
"457","1000","NES","P1Y","1999",1322433
"458","1000","NES","P1Y","2000",1453864.86
"459","1000","NES","P1Y","2001",1393728.67
"460","1000","NES","P1Y","2002",1196508.14
"461","1000","NES","P1Y","2003",1200427.67
"462","1000","NES","P1Y","2004",1308427.08
"463","1000","NES","P1Y","2005",1572411.85
"464","1000","NES","P1Y","2006",1768967.95
"465","1000","NES","P1Y","2007",1865204.71
"466","1000","NES","P1Y","2008",1747031.43
"467","1000","NES","P1Y","2009",1335714.5
"468","1000","NES","P1Y","2010",1488698.96
"469","1000","NES","P1Y","2011",1712254.24
"470","1000","NES","P1Y","2012",1821530.77
"471","1000","NES","P1Y","2013",2016390.28
"472","1000","NES","P1Y","2014",2170680.36
"473","1000","NES","P1Y","2015",2311431.73
"474","1000","NES","P1Y","2016",2325795.81
"475","1000","NES","P1Y","2017",2363092.71
"476","1000","NES","P1Y","2018",2256988.48
"477","4120","STATE","P1Y","1974",28273
"478","4120","STATE","P1Y","1976",33745
"479","4120","STATE","P1Y","1978",38990
"480","4120","NES","P1Y","1965",14370
"481","4120","NES","P1Y","1966",15246
"482","4120","NES","P1Y","1967",16031
"483","4120","NES","P1Y","1968",16815
"484","4120","NES","P1Y","1969",18373
"485","4120","NES","P1Y","1970",20195
"486","4120","NES","P1Y","1971",22446
"487","4120","NES","P1Y","1972",24985
"488","4120","NES","P1Y","1973",26807
"489","4120","NES","P1Y","1974",28273
"490","4120","NES","P1Y","1975",30431
"491","4120","NES","P1Y","1976",33745
"492","4120","NES","P1Y","1977",37083
"493","4120","NES","P1Y","1978",38990
"494","4120","NES","P1Y","1979",37602
"495","4120","NES","P1Y","1980",39524
"496","4120","NES","P1Y","1981",43909
"497","4120","NES","P1Y","1982",48037
"498","4120","NES","P1Y","1983",52312
"499","4120","NES","P1Y","1984",53080
"500","4120","NES","P1Y","1985",57107
"501","4120","NES","P1Y","1986",61564
"502","4120","NES","P1Y","1987",66820
"503","4120","NES","P1Y","1988",72974
"504","4120","NES","P1Y","1989",78645
"505","4200","FED","P1Y","1973",0
"506","4200","FED","P1Y","1974",0
"507","4200","FED","P1Y","1975",0
"508","4200","FED","P1Y","1976",0
"509","4200","FED","P1Y","1977",0
"510","4200","FED","P1Y","1978",0
"511","4200","FED","P1Y","1979",0
"512","4200","FED","P1Y","1980",0
"513","4200","FED","P1Y","1981",0
"514","4200","FED","P1Y","1982",0
"515","4200","FED","P1Y","1983",0
"516","4200","FED","P1Y","1984",0
"517","4200","FED","P1Y","1985",0
"518","4200","FED","P1Y","1986",0
"519","4200","FED","P1Y","1987",0
"520","4200","FED","P1Y","1988",0
"521","4200","FED","P1Y","1989",0
"522","4200","FED","P1Y","1990",0
"523","4200","FED","P1Y","1991",0
"524","4200","FED","P1Y","1992",0
"525","4200","FED","P1Y","1993",0
"526","4200","FED","P1Y","1994",0
"527","4200","FED","P1Y","1995",0
"528","4200","FED","P1Y","1996",0
"529","4200","FED","P1Y","1997",0
"530","4200","FED","P1Y","1998",0
"531","4200","FED","P1Y","1999",0
"532","4200","FED","P1Y","2000",0
"533","4200","FED","P1Y","2001",0
"534","4200","FED","P1Y","2002",0
"535","4200","FED","P1Y","2003",0
"536","4200","FED","P1Y","2004",0
"537","4200","FED","P1Y","2005",0
"538","4200","FED","P1Y","2006",0
"539","4200","FED","P1Y","2007",0
"540","4200","FED","P1Y","2008",0
"541","4200","FED","P1Y","2009",0
"542","4200","FED","P1Y","2010",0
"543","4200","FED","P1Y","2011",0
"544","4200","FED","P1Y","2012",0
"545","4200","FED","P1Y","2013",0
"546","4200","FED","P1Y","2014",0
"547","4200","FED","P1Y","2015",0
"548","4200","FED","P1Y","2016",0
"549","4200","FED","P1Y","2017",0
"550","4200","FED","P1Y","2018",0
"551","4200","STATE","P1Y","1973",0
"552","4200","STATE","P1Y","1974",0
"553","4200","STATE","P1Y","1975",0
"554","4200","STATE","P1Y","1976",0
"555","4200","STATE","P1Y","1977",0
"556","4200","STATE","P1Y","1978",0
"557","4200","STATE","P1Y","1979",0
"558","4200","STATE","P1Y","1980",0
"559","4200","STATE","P1Y","1981",0
"560","4200","STATE","P1Y","1982",0
"561","4200","STATE","P1Y","1983",0
"562","4200","STATE","P1Y","1984",0
"563","4200","STATE","P1Y","1985",0
"564","4200","STATE","P1Y","1986",0
"565","4200","STATE","P1Y","1987",0
"566","4200","STATE","P1Y","1988",0
"567","4200","STATE","P1Y","1989",0
"568","4200","STATE","P1Y","1990",0
"569","4200","STATE","P1Y","1991",0
"570","4200","STATE","P1Y","1992",0
"571","4200","STATE","P1Y","1993",0
"572","4200","STATE","P1Y","1994",0
"573","4200","STATE","P1Y","1995",0
"574","4200","STATE","P1Y","1996",0
"575","4200","STATE","P1Y","1997",0
"576","4200","STATE","P1Y","1998",0
"577","4200","STATE","P1Y","1999",0
"578","4200","STATE","P1Y","2000",0
"579","4200","STATE","P1Y","2001",0
"580","4200","STATE","P1Y","2002",0
"581","4200","STATE","P1Y","2003",0
