"","TAX","GOV","TIME_FORMAT","obsTime","obsValue"
"8397","USA_5121_L1","NES","P1Y","1994",6608.2
"8398","USA_5121_L1","NES","P1Y","1995",6989
"8399","USA_5121_L1","NES","P1Y","1996",7083.8
"8400","USA_5121_L1","NES","P1Y","1997",6952.8
"8401","USA_5121_L1","NES","P1Y","1998",7022
"8402","USA_5121_L1","NES","P1Y","1999",7250.2
"8403","USA_5121_L1","NES","P1Y","2000",7281.2
"8404","USA_5121_L1","NES","P1Y","2001",7306.2
"8405","USA_5121_L1","NES","P1Y","2002",7578
"8406","USA_5121_L1","NES","P1Y","2003",7868.7
"8407","USA_5121_L1","NES","P1Y","2004",8109.9
"8408","USA_5121_L1","NES","P1Y","2005",8111.2
"8409","USA_5121_L1","NES","P1Y","2006",8481.6
"8410","USA_5121_L1","NES","P1Y","2007",8571.1
"8411","USA_5121_L1","NES","P1Y","2008",8667.8
"8412","USA_5121_L1","NES","P1Y","2009",8644.9
"8413","USA_5121_L1","NES","P1Y","2010",8848
"8414","USA_5121_L1","NES","P1Y","2011",9010
"8415","USA_5121_L1","NES","P1Y","2012",9423.4
"8416","USA_5121_L1","NES","P1Y","2013",9026.29
"8417","USA_5121_L1","NES","P1Y","2014",9977.32
"8418","USA_5121_L1","NES","P1Y","2015",9515.28
"8419","USA_5121_L1","NES","P1Y","2016",9827.28
"8420","USA_5121_L1","NES","P1Y","2017",9985.28
"8421","USA_5121_L1","NES","P1Y","2018",10069.28
"8422","USA_5121_L10","FED","P1Y","1973",0
"8423","USA_5121_L10","FED","P1Y","1974",0
"8424","USA_5121_L10","FED","P1Y","1975",0
"8425","USA_5121_L10","FED","P1Y","1976",0
"8426","USA_5121_L10","FED","P1Y","1977",0
"8427","USA_5121_L10","FED","P1Y","1978",0
"8428","USA_5121_L10","FED","P1Y","1979",0
"8429","USA_5121_L10","FED","P1Y","1980",0
"8430","USA_5121_L10","FED","P1Y","1981",0
"8431","USA_5121_L10","FED","P1Y","1982",0
"8432","USA_5121_L10","FED","P1Y","1983",0
"8433","USA_5121_L10","FED","P1Y","1984",0
"8434","USA_5121_L10","FED","P1Y","1985",0
"8435","USA_5121_L10","FED","P1Y","1986",0
"8436","USA_5121_L10","FED","P1Y","1987",0
"8437","USA_5121_L10","FED","P1Y","1988",0
"8438","USA_5121_L10","FED","P1Y","1989",0
"8439","USA_5121_L10","STATE","P1Y","1973",1817
"8440","USA_5121_L10","STATE","P1Y","1974",1999
"8441","USA_5121_L10","STATE","P1Y","1975",1963
"8442","USA_5121_L10","STATE","P1Y","1976",2169
"8443","USA_5121_L10","STATE","P1Y","1977",2120
"8444","USA_5121_L10","STATE","P1Y","1978",2463
"8445","USA_5121_L10","STATE","P1Y","1979",2400
"8446","USA_5121_L10","STATE","P1Y","1980",2478
"8447","USA_5121_L10","STATE","P1Y","1981",2613
"8448","USA_5121_L10","STATE","P1Y","1982",2724
"8449","USA_5121_L10","STATE","P1Y","1983",2743
"8450","USA_5121_L10","STATE","P1Y","1984",2900
"8451","USA_5121_L10","STATE","P1Y","1985",3031
"8452","USA_5121_L10","STATE","P1Y","1986",3062
"8453","USA_5121_L10","STATE","P1Y","1987",3091
"8454","USA_5121_L10","STATE","P1Y","1988",3188
"8455","USA_5121_L10","STATE","P1Y","1989",3115
"8456","USA_5121_L10","STATE","P1Y","1990",3296
"8457","USA_5121_L10","STATE","P1Y","1991",3496
"8458","USA_5121_L10","STATE","P1Y","1992",3558
"8459","USA_5121_L10","STATE","P1Y","1993",3641
"8460","USA_5121_L10","STATE","P1Y","1994",3594
"8461","USA_5121_L10","STATE","P1Y","1995",3609
"8462","USA_5121_L10","STATE","P1Y","1996",3722
"8463","USA_5121_L10","STATE","P1Y","1997",3696
"8464","USA_5121_L10","STATE","P1Y","1998",3803
"8465","USA_5121_L10","STATE","P1Y","1999",4022
"8466","USA_5121_L10","STATE","P1Y","2000",4149
"8467","USA_5121_L10","STATE","P1Y","2001",4211
"8468","USA_5121_L10","STATE","P1Y","2002",4255
"8469","USA_5121_L10","STATE","P1Y","2003",4509
"8470","USA_5121_L10","STATE","P1Y","2004",4621
"8471","USA_5121_L10","STATE","P1Y","2005",4834
"8472","USA_5121_L10","STATE","P1Y","2006",5061
"8473","USA_5121_L10","STATE","P1Y","2007",5234
"8474","USA_5121_L10","STATE","P1Y","2008",5335
"8475","USA_5121_L10","STATE","P1Y","2009",5400
"8476","USA_5121_L10","STATE","P1Y","2010",5687
"8477","USA_5121_L10","STATE","P1Y","2011",5751
"8478","USA_5121_L10","STATE","P1Y","2012",6007
"8479","USA_5121_L10","STATE","P1Y","2013",6124
"8480","USA_5121_L10","STATE","P1Y","2014",6373
"8481","USA_5121_L10","STATE","P1Y","2015",6515
"8482","USA_5121_L10","STATE","P1Y","2016",6533
"8483","USA_5121_L10","STATE","P1Y","2017",6690
"8484","USA_5121_L10","STATE","P1Y","2018",6808.25
"8485","USA_5121_L10","LOCAL","P1Y","1973",78
"8486","USA_5121_L10","LOCAL","P1Y","1975",102
"8487","USA_5121_L10","LOCAL","P1Y","1977",188
"8488","USA_5121_L10","LOCAL","P1Y","1979",148
"8489","USA_5121_L10","LOCAL","P1Y","1980",164
"8490","USA_5121_L10","LOCAL","P1Y","1981",206
"8491","USA_5121_L10","LOCAL","P1Y","1982",225
"8492","USA_5121_L10","LOCAL","P1Y","1983",235
"8493","USA_5121_L10","LOCAL","P1Y","1984",249
"8494","USA_5121_L10","LOCAL","P1Y","1985",255
"8495","USA_5121_L10","LOCAL","P1Y","1986",261
"8496","USA_5121_L10","LOCAL","P1Y","1987",269
"8497","USA_5121_L10","LOCAL","P1Y","1988",293
"8498","USA_5121_L10","LOCAL","P1Y","1989",279
"8499","USA_5121_L10","LOCAL","P1Y","1990",281
"8500","USA_5121_L10","LOCAL","P1Y","1991",291
"8501","USA_5121_L10","LOCAL","P1Y","1992",292
"8502","USA_5121_L10","LOCAL","P1Y","1993",292
"8503","USA_5121_L10","LOCAL","P1Y","1994",308
"8504","USA_5121_L10","LOCAL","P1Y","1995",282
"8505","USA_5121_L10","LOCAL","P1Y","1996",309
"8506","USA_5121_L10","LOCAL","P1Y","1997",293
"8507","USA_5121_L10","LOCAL","P1Y","1998",289
"8508","USA_5121_L10","LOCAL","P1Y","1999",288
"8509","USA_5121_L10","LOCAL","P1Y","2000",336
"8510","USA_5121_L10","LOCAL","P1Y","2001",360
"8511","USA_5121_L10","LOCAL","P1Y","2002",356
"8512","USA_5121_L10","LOCAL","P1Y","2003",387
"8513","USA_5121_L10","LOCAL","P1Y","2004",417
"8514","USA_5121_L10","LOCAL","P1Y","2005",437
"8515","USA_5121_L10","LOCAL","P1Y","2006",444
"8516","USA_5121_L10","LOCAL","P1Y","2007",450
"8517","USA_5121_L10","LOCAL","P1Y","2008",528
"8518","USA_5121_L10","LOCAL","P1Y","2009",525
"8519","USA_5121_L10","LOCAL","P1Y","2010",510
"8520","USA_5121_L10","LOCAL","P1Y","2011",530
"8521","USA_5121_L10","LOCAL","P1Y","2012",559
"8522","USA_5121_L10","LOCAL","P1Y","2013",582
"8523","USA_5121_L10","LOCAL","P1Y","2014",607
"8524","USA_5121_L10","LOCAL","P1Y","2015",627
"8525","USA_5121_L10","LOCAL","P1Y","2016",647
"8526","USA_5121_L10","LOCAL","P1Y","2017",669
"8527","USA_5121_L10","LOCAL","P1Y","2018",693
"8528","USA_5121_L10","NES","P1Y","1965",949
"8529","USA_5121_L10","NES","P1Y","1966",1019
"8530","USA_5121_L10","NES","P1Y","1967",1081
"8531","USA_5121_L10","NES","P1Y","1968",1176
"8532","USA_5121_L10","NES","P1Y","1969",1297
"8533","USA_5121_L10","NES","P1Y","1970",1482
"8534","USA_5121_L10","NES","P1Y","1971",1589
"8535","USA_5121_L10","NES","P1Y","1972",1752
"8536","USA_5121_L10","NES","P1Y","1973",1895
"8537","USA_5121_L10","NES","P1Y","1974",1999
"8538","USA_5121_L10","NES","P1Y","1975",2065
"8539","USA_5121_L10","NES","P1Y","1976",2169
"8540","USA_5121_L10","NES","P1Y","1977",2308
"8541","USA_5121_L10","NES","P1Y","1978",2463
"8542","USA_5121_L10","NES","P1Y","1979",2548
"8543","USA_5121_L10","NES","P1Y","1980",2642
"8544","USA_5121_L10","NES","P1Y","1981",2819
"8545","USA_5121_L10","NES","P1Y","1982",2949
"8546","USA_5121_L10","NES","P1Y","1983",2978
"8547","USA_5121_L10","NES","P1Y","1984",3149
"8548","USA_5121_L10","NES","P1Y","1985",3286
"8549","USA_5121_L10","NES","P1Y","1986",3323
"8550","USA_5121_L10","NES","P1Y","1987",3360
"8551","USA_5121_L10","NES","P1Y","1988",3481
"8552","USA_5121_L10","NES","P1Y","1989",3394
"8553","USA_5121_L10","NES","P1Y","1990",3577
"8554","USA_5121_L10","NES","P1Y","1991",3787
"8555","USA_5121_L10","NES","P1Y","1992",3850
"8556","USA_5121_L10","NES","P1Y","1993",3933
"8557","USA_5121_L10","NES","P1Y","1994",3902
"8558","USA_5121_L10","NES","P1Y","1995",3891
"8559","USA_5121_L10","NES","P1Y","1996",4031
"8560","USA_5121_L10","NES","P1Y","1997",3989
"8561","USA_5121_L10","NES","P1Y","1998",4092
"8562","USA_5121_L10","NES","P1Y","1999",4310
"8563","USA_5121_L10","NES","P1Y","2000",4485
"8564","USA_5121_L10","NES","P1Y","2001",4571
"8565","USA_5121_L10","NES","P1Y","2002",4611
"8566","USA_5121_L10","NES","P1Y","2003",4896
"8567","USA_5121_L10","NES","P1Y","2004",5038
"8568","USA_5121_L10","NES","P1Y","2005",5271
"8569","USA_5121_L10","NES","P1Y","2006",5505
"8570","USA_5121_L10","NES","P1Y","2007",5684
"8571","USA_5121_L10","NES","P1Y","2008",5863
"8572","USA_5121_L10","NES","P1Y","2009",5925
"8573","USA_5121_L10","NES","P1Y","2010",6197
"8574","USA_5121_L10","NES","P1Y","2011",6281
"8575","USA_5121_L10","NES","P1Y","2012",6566
"8576","USA_5121_L10","NES","P1Y","2013",6706
"8577","USA_5121_L10","NES","P1Y","2014",6980
"8578","USA_5121_L10","NES","P1Y","2015",7142
"8579","USA_5121_L10","NES","P1Y","2016",7180
"8580","USA_5121_L10","NES","P1Y","2017",7359
"8581","USA_5121_L10","NES","P1Y","2018",7501.25
"8582","USA_5121_L11","FED","P1Y","1973",0
"8583","USA_5121_L11","FED","P1Y","1974",0
"8584","USA_5121_L11","FED","P1Y","1975",0
"8585","USA_5121_L11","FED","P1Y","1976",0
"8586","USA_5121_L11","FED","P1Y","1977",0
"8587","USA_5121_L11","FED","P1Y","1978",0
"8588","USA_5121_L11","FED","P1Y","1979",0
"8589","USA_5121_L11","FED","P1Y","1980",0
"8590","USA_5121_L11","FED","P1Y","1981",0
"8591","USA_5121_L11","FED","P1Y","1982",0
"8592","USA_5121_L11","FED","P1Y","1983",0
"8593","USA_5121_L11","FED","P1Y","1984",0
"8594","USA_5121_L11","FED","P1Y","1985",0
"8595","USA_5121_L11","FED","P1Y","1986",0
"8596","USA_5121_L11","FED","P1Y","1987",0
"8597","USA_5121_L11","FED","P1Y","1988",0
"8598","USA_5121_L11","FED","P1Y","1989",0
"8599","USA_5121_L11","STATE","P1Y","1973",3112
"8600","USA_5121_L11","STATE","P1Y","1974",3367
"8601","USA_5121_L11","STATE","P1Y","1975",3286
"8602","USA_5121_L11","STATE","P1Y","1976",3581
"8603","USA_5121_L11","STATE","P1Y","1977",3500
"8604","USA_5121_L11","STATE","P1Y","1978",3825
"8605","USA_5121_L11","STATE","P1Y","1979",3640
"8606","USA_5121_L11","STATE","P1Y","1980",3738
"8607","USA_5121_L11","STATE","P1Y","1981",3893
"8608","USA_5121_L11","STATE","P1Y","1982",3958
"8609","USA_5121_L11","STATE","P1Y","1983",4001
"8610","USA_5121_L11","STATE","P1Y","1984",4149
"8611","USA_5121_L11","STATE","P1Y","1985",4247
"8612","USA_5121_L11","STATE","P1Y","1986",4449
"8613","USA_5121_L11","STATE","P1Y","1987",4605
"8614","USA_5121_L11","STATE","P1Y","1988",4801
"8615","USA_5121_L11","STATE","P1Y","1989",5039
"8616","USA_5121_L11","STATE","P1Y","1990",5819
"8617","USA_5121_L11","STATE","P1Y","1991",6116
"8618","USA_5121_L11","STATE","P1Y","1992",6074
"8619","USA_5121_L11","STATE","P1Y","1993",6497
"8620","USA_5121_L11","STATE","P1Y","1994",7041
"8621","USA_5121_L11","STATE","P1Y","1995",7302
"8622","USA_5121_L11","STATE","P1Y","1996",7476
"8623","USA_5121_L11","STATE","P1Y","1997",7520
"8624","USA_5121_L11","STATE","P1Y","1998",8102
"8625","USA_5121_L11","STATE","P1Y","1999",8189
"8626","USA_5121_L11","STATE","P1Y","2000",8536
"8627","USA_5121_L11","STATE","P1Y","2001",8622
"8628","USA_5121_L11","STATE","P1Y","2002",10354
"8629","USA_5121_L11","STATE","P1Y","2003",11775
"8630","USA_5121_L11","STATE","P1Y","2004",12661
"8631","USA_5121_L11","STATE","P1Y","2005",13675
"8632","USA_5121_L11","STATE","P1Y","2006",14695
"8633","USA_5121_L11","STATE","P1Y","2007",15900
"8634","USA_5121_L11","STATE","P1Y","2008",16369
"8635","USA_5121_L11","STATE","P1Y","2009",16964
"8636","USA_5121_L11","STATE","P1Y","2010",18184
"8637","USA_5121_L11","STATE","P1Y","2011",18040
"8638","USA_5121_L11","STATE","P1Y","2012",17808
"8639","USA_5121_L11","STATE","P1Y","2013",18042
"8640","USA_5121_L11","STATE","P1Y","2014",17466
"8641","USA_5121_L11","STATE","P1Y","2015",17516
"8642","USA_5121_L11","STATE","P1Y","2016",18044
"8643","USA_5121_L11","STATE","P1Y","2017",18637
"8644","USA_5121_L11","STATE","P1Y","2018",18250.5
"8645","USA_5121_L11","LOCAL","P1Y","1973",175
"8646","USA_5121_L11","LOCAL","P1Y","1975",109
"8647","USA_5121_L11","LOCAL","P1Y","1977",172
"8648","USA_5121_L11","LOCAL","P1Y","1979",133
"8649","USA_5121_L11","LOCAL","P1Y","1980",136
"8650","USA_5121_L11","LOCAL","P1Y","1981",154
"8651","USA_5121_L11","LOCAL","P1Y","1982",177
"8652","USA_5121_L11","LOCAL","P1Y","1983",181
"8653","USA_5121_L11","LOCAL","P1Y","1984",178
"8654","USA_5121_L11","LOCAL","P1Y","1985",196
"8655","USA_5121_L11","LOCAL","P1Y","1986",200
"8656","USA_5121_L11","LOCAL","P1Y","1987",200
"8657","USA_5121_L11","LOCAL","P1Y","1988",199
"8658","USA_5121_L11","LOCAL","P1Y","1989",199
"8659","USA_5121_L11","LOCAL","P1Y","1990",190
"8660","USA_5121_L11","LOCAL","P1Y","1991",193
"8661","USA_5121_L11","LOCAL","P1Y","1992",192
"8662","USA_5121_L11","LOCAL","P1Y","1993",187
"8663","USA_5121_L11","LOCAL","P1Y","1994",188
"8664","USA_5121_L11","LOCAL","P1Y","1995",186
"8665","USA_5121_L11","LOCAL","P1Y","1996",180
"8666","USA_5121_L11","LOCAL","P1Y","1997",204
"8667","USA_5121_L11","LOCAL","P1Y","1998",209
"8668","USA_5121_L11","LOCAL","P1Y","1999",196
"8669","USA_5121_L11","LOCAL","P1Y","2000",190
"8670","USA_5121_L11","LOCAL","P1Y","2001",187
"8671","USA_5121_L11","LOCAL","P1Y","2002",307
"8672","USA_5121_L11","LOCAL","P1Y","2003",332
"8673","USA_5121_L11","LOCAL","P1Y","2004",402
"8674","USA_5121_L11","LOCAL","P1Y","2005",473
"8675","USA_5121_L11","LOCAL","P1Y","2006",528
"8676","USA_5121_L11","LOCAL","P1Y","2007",533
"8677","USA_5121_L11","LOCAL","P1Y","2008",492
"8678","USA_5121_L11","LOCAL","P1Y","2009",460
"8679","USA_5121_L11","LOCAL","P1Y","2010",427
"8680","USA_5121_L11","LOCAL","P1Y","2011",420
"8681","USA_5121_L11","LOCAL","P1Y","2012",409
"8682","USA_5121_L11","LOCAL","P1Y","2013",422
"8683","USA_5121_L11","LOCAL","P1Y","2014",463
"8684","USA_5121_L11","LOCAL","P1Y","2015",461
"8685","USA_5121_L11","LOCAL","P1Y","2016",470
"8686","USA_5121_L11","LOCAL","P1Y","2017",491
"8687","USA_5121_L11","LOCAL","P1Y","2018",509
"8688","USA_5121_L11","NES","P1Y","1965",1386
"8689","USA_5121_L11","NES","P1Y","1966",1646
"8690","USA_5121_L11","NES","P1Y","1967",1731
"8691","USA_5121_L11","NES","P1Y","1968",1986
"8692","USA_5121_L11","NES","P1Y","1969",2153
"8693","USA_5121_L11","NES","P1Y","1970",2437
"8694","USA_5121_L11","NES","P1Y","1971",2676
"8695","USA_5121_L11","NES","P1Y","1972",2999
"8696","USA_5121_L11","NES","P1Y","1973",3287
"8697","USA_5121_L11","NES","P1Y","1974",3367
"8698","USA_5121_L11","NES","P1Y","1975",3395
"8699","USA_5121_L11","NES","P1Y","1976",3581
"8700","USA_5121_L11","NES","P1Y","1977",3672
"8701","USA_5121_L11","NES","P1Y","1978",3825
"8702","USA_5121_L11","NES","P1Y","1979",3773
"8703","USA_5121_L11","NES","P1Y","1980",3874
"8704","USA_5121_L11","NES","P1Y","1981",4047
"8705","USA_5121_L11","NES","P1Y","1982",4135
"8706","USA_5121_L11","NES","P1Y","1983",4182
"8707","USA_5121_L11","NES","P1Y","1984",4327
"8708","USA_5121_L11","NES","P1Y","1985",4443
"8709","USA_5121_L11","NES","P1Y","1986",4649
"8710","USA_5121_L11","NES","P1Y","1987",4805
"8711","USA_5121_L11","NES","P1Y","1988",5000
"8712","USA_5121_L11","NES","P1Y","1989",5238
"8713","USA_5121_L11","NES","P1Y","1990",6009
"8714","USA_5121_L11","NES","P1Y","1991",6309
"8715","USA_5121_L11","NES","P1Y","1992",6266
"8716","USA_5121_L11","NES","P1Y","1993",6684
"8717","USA_5121_L11","NES","P1Y","1994",7229
"8718","USA_5121_L11","NES","P1Y","1995",7488
"8719","USA_5121_L11","NES","P1Y","1996",7656
"8720","USA_5121_L11","NES","P1Y","1997",7724
"8721","USA_5121_L11","NES","P1Y","1998",8311
"8722","USA_5121_L11","NES","P1Y","1999",8385
"8723","USA_5121_L11","NES","P1Y","2000",8726
"8724","USA_5121_L11","NES","P1Y","2001",8809
"8725","USA_5121_L11","NES","P1Y","2002",10661
"8726","USA_5121_L11","NES","P1Y","2003",12107
"8727","USA_5121_L11","NES","P1Y","2004",13063
"8728","USA_5121_L11","NES","P1Y","2005",14148
"8729","USA_5121_L11","NES","P1Y","2006",15223
"8730","USA_5121_L11","NES","P1Y","2007",16433
"8731","USA_5121_L11","NES","P1Y","2008",16861
"8732","USA_5121_L11","NES","P1Y","2009",17424
"8733","USA_5121_L11","NES","P1Y","2010",18611
"8734","USA_5121_L11","NES","P1Y","2011",18460
"8735","USA_5121_L11","NES","P1Y","2012",18217
"8736","USA_5121_L11","NES","P1Y","2013",18464
"8737","USA_5121_L11","NES","P1Y","2014",17929
"8738","USA_5121_L11","NES","P1Y","2015",17977
"8739","USA_5121_L11","NES","P1Y","2016",18514
"8740","USA_5121_L11","NES","P1Y","2017",19128
"8741","USA_5121_L11","NES","P1Y","2018",18759.5
"8742","USA_5121_L12","FED","P1Y","1973",0
"8743","USA_5121_L12","FED","P1Y","1974",0
"8744","USA_5121_L12","FED","P1Y","1975",0
"8745","USA_5121_L12","FED","P1Y","1976",0
"8746","USA_5121_L12","FED","P1Y","1977",0
"8747","USA_5121_L12","FED","P1Y","1978",0
"8748","USA_5121_L12","FED","P1Y","1979",0
"8749","USA_5121_L12","FED","P1Y","1980",0
"8750","USA_5121_L12","FED","P1Y","1981",0
"8751","USA_5121_L12","FED","P1Y","1982",0
"8752","USA_5121_L12","FED","P1Y","1983",0
"8753","USA_5121_L12","FED","P1Y","1984",0
"8754","USA_5121_L12","FED","P1Y","1985",0
"8755","USA_5121_L12","FED","P1Y","1986",0
"8756","USA_5121_L12","FED","P1Y","1987",0
"8757","USA_5121_L12","FED","P1Y","1988",0
"8758","USA_5121_L12","FED","P1Y","1989",0
"8759","USA_5121_L12","STATE","P1Y","1973",1347
"8760","USA_5121_L12","STATE","P1Y","1974",2561
"8761","USA_5121_L12","STATE","P1Y","1975",1741
"8762","USA_5121_L12","STATE","P1Y","1976",3625
"8763","USA_5121_L12","STATE","P1Y","1977",2363
"8764","USA_5121_L12","STATE","P1Y","1978",5278
"8765","USA_5121_L12","STATE","P1Y","1979",2933
"8766","USA_5121_L12","STATE","P1Y","1980",3359
"8767","USA_5121_L12","STATE","P1Y","1981",4296
"8768","USA_5121_L12","STATE","P1Y","1982",4957
"8769","USA_5121_L12","STATE","P1Y","1983",5621
"8770","USA_5121_L12","STATE","P1Y","1984",5875
"8771","USA_5121_L12","STATE","P1Y","1985",6203
"8772","USA_5121_L12","STATE","P1Y","1986",6003
"8773","USA_5121_L12","STATE","P1Y","1987",5987
"8774","USA_5121_L12","STATE","P1Y","1988",6179
"8775","USA_5121_L12","STATE","P1Y","1989",6108
"8776","USA_5121_L12","STATE","P1Y","1990",6665
"8777","USA_5121_L12","STATE","P1Y","1991",6977
"8778","USA_5121_L12","STATE","P1Y","1992",7930
"8779","USA_5121_L12","STATE","P1Y","1993",7977
"8780","USA_5121_L12","STATE","P1Y","1994",8525
"8781","USA_5121_L12","STATE","P1Y","1995",7932
"8782","USA_5121_L12","STATE","P1Y","1996",8872
"8783","USA_5121_L12","STATE","P1Y","1997",8890
"8784","USA_5121_L12","STATE","P1Y","1998",8840
"8785","USA_5121_L12","STATE","P1Y","1999",9361
"8786","USA_5121_L12","STATE","P1Y","2000",8803
"8787","USA_5121_L12","STATE","P1Y","2001",9833
"8788","USA_5121_L12","STATE","P1Y","2002",10342
"8789","USA_5121_L12","STATE","P1Y","2003",10548
"8790","USA_5121_L12","STATE","P1Y","2004",10636
"8791","USA_5121_L12","STATE","P1Y","2005",11668
"8792","USA_5121_L12","STATE","P1Y","2006",14102
"8793","USA_5121_L12","STATE","P1Y","2007",14721
"8794","USA_5121_L12","STATE","P1Y","2008",14787
"8795","USA_5121_L12","STATE","P1Y","2009",14796
"8796","USA_5121_L12","STATE","P1Y","2010",14790
"8797","USA_5121_L12","STATE","P1Y","2011",14422
"8798","USA_5121_L12","STATE","P1Y","2012",14680
"8799","USA_5121_L12","STATE","P1Y","2013",14378
"8800","USA_5121_L12","STATE","P1Y","2014",13915
"8801","USA_5121_L12","STATE","P1Y","2015",13224
"8802","USA_5121_L12","STATE","P1Y","2016",13043
"8803","USA_5121_L12","STATE","P1Y","2017",12335
"8804","USA_5121_L12","STATE","P1Y","2018",11998.5
"8805","USA_5121_L12","LOCAL","P1Y","1973",1005
"8806","USA_5121_L12","LOCAL","P1Y","1975",1319
"8807","USA_5121_L12","LOCAL","P1Y","1977",2357
"8808","USA_5121_L12","LOCAL","P1Y","1979",2285
"8809","USA_5121_L12","LOCAL","P1Y","1980",2529
"8810","USA_5121_L12","LOCAL","P1Y","1981",2417
"8811","USA_5121_L12","LOCAL","P1Y","1982",2813
"8812","USA_5121_L12","LOCAL","P1Y","1983",3250
"8813","USA_5121_L12","LOCAL","P1Y","1984",3583
"8814","USA_5121_L12","LOCAL","P1Y","1985",3845
"8815","USA_5121_L12","LOCAL","P1Y","1986",4024
"8816","USA_5121_L12","LOCAL","P1Y","1987",4135
"8817","USA_5121_L12","LOCAL","P1Y","1988",4321
"8818","USA_5121_L12","LOCAL","P1Y","1989",4559
"8819","USA_5121_L12","LOCAL","P1Y","1990",5149
"8820","USA_5121_L12","LOCAL","P1Y","1991",5589
"8821","USA_5121_L12","LOCAL","P1Y","1992",6019
"8822","USA_5121_L12","LOCAL","P1Y","1993",6464
"8823","USA_5121_L12","LOCAL","P1Y","1994",6841
"8824","USA_5121_L12","LOCAL","P1Y","1995",7217
"8825","USA_5121_L12","LOCAL","P1Y","1996",7520
"8826","USA_5121_L12","LOCAL","P1Y","1997",7904
"8827","USA_5121_L12","LOCAL","P1Y","1998",8220
"8828","USA_5121_L12","LOCAL","P1Y","1999",8485
"8829","USA_5121_L12","LOCAL","P1Y","2000",9186
"8830","USA_5121_L12","LOCAL","P1Y","2001",9874
"8831","USA_5121_L12","LOCAL","P1Y","2002",10380
"8832","USA_5121_L12","LOCAL","P1Y","2003",10640
"8833","USA_5121_L12","LOCAL","P1Y","2004",11277
"8834","USA_5121_L12","LOCAL","P1Y","2005",12017
"8835","USA_5121_L12","LOCAL","P1Y","2006",12653
"8836","USA_5121_L12","LOCAL","P1Y","2007",13158
"8837","USA_5121_L12","LOCAL","P1Y","2008",13685
"8838","USA_5121_L12","LOCAL","P1Y","2009",13811
"8839","USA_5121_L12","LOCAL","P1Y","2010",14102
"8840","USA_5121_L12","LOCAL","P1Y","2011",14147
"8841","USA_5121_L12","LOCAL","P1Y","2012",14300
"8842","USA_5121_L12","LOCAL","P1Y","2013",14166
"8843","USA_5121_L12","LOCAL","P1Y","2014",14569
"8844","USA_5121_L12","LOCAL","P1Y","2015",14654
"8845","USA_5121_L12","LOCAL","P1Y","2016",14671
"8846","USA_5121_L12","LOCAL","P1Y","2017",14779
"8847","USA_5121_L12","LOCAL","P1Y","2018",14864
"8848","USA_5121_L12","NES","P1Y","1965",871
"8849","USA_5121_L12","NES","P1Y","1966",924
"8850","USA_5121_L12","NES","P1Y","1967",1005
"8851","USA_5121_L12","NES","P1Y","1968",1035
"8852","USA_5121_L12","NES","P1Y","1969",1231
"8853","USA_5121_L12","NES","P1Y","1970",1547
"8854","USA_5121_L12","NES","P1Y","1971",1748
"8855","USA_5121_L12","NES","P1Y","1972",2126
"8856","USA_5121_L12","NES","P1Y","1973",2352
"8857","USA_5121_L12","NES","P1Y","1974",2561
"8858","USA_5121_L12","NES","P1Y","1975",3060
"8859","USA_5121_L12","NES","P1Y","1976",3625
"8860","USA_5121_L12","NES","P1Y","1977",4720
"8861","USA_5121_L12","NES","P1Y","1978",5278
"8862","USA_5121_L12","NES","P1Y","1979",5218
"8863","USA_5121_L12","NES","P1Y","1980",5888
"8864","USA_5121_L12","NES","P1Y","1981",6713
"8865","USA_5121_L12","NES","P1Y","1982",7770
"8866","USA_5121_L12","NES","P1Y","1983",8871
"8867","USA_5121_L12","NES","P1Y","1984",9458
"8868","USA_5121_L12","NES","P1Y","1985",10048
"8869","USA_5121_L12","NES","P1Y","1986",10027
"8870","USA_5121_L12","NES","P1Y","1987",10122
"8871","USA_5121_L12","NES","P1Y","1988",10500
"8872","USA_5121_L12","NES","P1Y","1989",10667
"8873","USA_5121_L12","NES","P1Y","1990",11814
"8874","USA_5121_L12","NES","P1Y","1991",12566
"8875","USA_5121_L12","NES","P1Y","1992",13949
"8876","USA_5121_L12","NES","P1Y","1993",14441
"8877","USA_5121_L12","NES","P1Y","1994",15366
"8878","USA_5121_L12","NES","P1Y","1995",15149
"8879","USA_5121_L12","NES","P1Y","1996",16392
"8880","USA_5121_L12","NES","P1Y","1997",16794
"8881","USA_5121_L12","NES","P1Y","1998",17060
"8882","USA_5121_L12","NES","P1Y","1999",17846
"8883","USA_5121_L12","NES","P1Y","2000",17989
"8884","USA_5121_L12","NES","P1Y","2001",19707
"8885","USA_5121_L12","NES","P1Y","2002",20722
"8886","USA_5121_L12","NES","P1Y","2003",21188
"8887","USA_5121_L12","NES","P1Y","2004",21913
"8888","USA_5121_L12","NES","P1Y","2005",23685
"8889","USA_5121_L12","NES","P1Y","2006",26755
"8890","USA_5121_L12","NES","P1Y","2007",27879
"8891","USA_5121_L12","NES","P1Y","2008",28472
"8892","USA_5121_L12","NES","P1Y","2009",28607
"8893","USA_5121_L12","NES","P1Y","2010",28892
"8894","USA_5121_L12","NES","P1Y","2011",28569
"8895","USA_5121_L12","NES","P1Y","2012",28980
"8896","USA_5121_L12","NES","P1Y","2013",28544
"8897","USA_5121_L12","NES","P1Y","2014",28484
